Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2813,-1,N/A,,18395,,9618,9618,,4
H0,2006,2006,2006,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,-1,N/A,,910,,2032,2032,,6
H0,2006,2006,2006,4,0,0,M,776,Tonga,TON,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,910,-1,N/A,,910,,2032,2032,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,-1,N/A,,21,,73,73,,6
H3,2011,2011,2011,4,0,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,21,-1,N/A,,21,,73,73,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5,-1,N/A,,5,,29,29,,6
H3,2012,2012,2012,4,0,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,5,-1,N/A,,5,,29,29,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,656,-1,N/A,,656,,4032,4032,,6
H3,2013,2013,2013,4,0,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,5603,"Nonwovens; whether or not impregnated, coated, covered or laminated",8,kg,656,-1,N/A,,656,,4032,4032,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,652,-1,N/A,,652,,3010,3010,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,652,-1,N/A,,652,,3010,3010,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,66,-1,N/A,,66,,696,696,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,66,-1,N/A,,66,,696,696,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,25,-1,N/A,,25,,275,275,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,25,-1,N/A,,25,,275,275,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,1371,,73271,73271,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,1292,,69094,69094,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,78,,4178,4178,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,80,,4650,4650,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,80,,4650,4650,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,25,,1461,1461,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,25,,1461,1461,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,3184,,182733,182733,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,113,,6503,6503,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,47,,2724,2724,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,2863,,164286,164286,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,6,,354,354,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,16,,910,910,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,139,,7956,7956,,4
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,342,,20851,20851,,4
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,57,,3466,3466,,4
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,1,,34,34,,4
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,64,,3904,3904,,4
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,221,,13446,13446,,4
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,127,,7230,7230,,4
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,14,,801,801,,4
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,113,,6429,6429,,4
H3,2013,2013,2013,6,1,0,RX,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,70,,4211,,,4
H3,2013,2013,2013,6,1,0,RX,776,Tonga,TON,548,Vanuatu,VUT,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,70,,4211,,,4
H3,2013,2013,2013,6,1,0,X,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,70,,4211,,4211,4
H3,2013,2013,2013,6,1,0,X,776,Tonga,TON,548,Vanuatu,VUT,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,70,,4211,,4211,4
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,627,,37739,37739,,4
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,88,,5271,5271,,4
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,515,,30962,30962,,4
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,8,,496,496,,4
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,17,,1010,1010,,4
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,472,-1,N/A,,45,,1280,1280,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,60,-1,N/A,,6,,162,162,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,242,-1,N/A,,23,,657,657,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,62,-1,N/A,,6,,167,167,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,109,-1,N/A,,10,,294,294,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,169,-1,N/A,,18,,514,514,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,16,-1,N/A,,2,,49,49,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,125,-1,N/A,,13,,382,382,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,27,-1,N/A,,3,,83,83,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,1129,-1,N/A,,113,,3420,3420,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,6,-1,N/A,,1,,18,18,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,911,-1,N/A,,91,,2760,2760,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,11,-1,N/A,,1,,34,34,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,142,-1,N/A,,14,,431,431,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,58,-1,N/A,,6,,177,177,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,35,-1,N/A,,4,,120,120,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,23,-1,N/A,,2,,81,81,,6
H0,2003,2003,2003,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,11,-1,N/A,,1,,39,39,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,480,-1,N/A,,44,,1594,1594,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,107,-1,N/A,,10,,355,355,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,364,-1,N/A,,33,,1207,1207,,6
H0,2004,2004,2004,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,10,-1,N/A,,1,,32,32,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,257,-1,N/A,,23,,854,854,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,124,-1,N/A,,11,,411,411,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,40,-1,N/A,,4,,132,132,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,94,-1,N/A,,9,,311,311,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,483,-1,N/A,,44,,1603,1603,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,26,-1,N/A,,2,,87,87,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,21,-1,N/A,,2,,69,69,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,14,-1,N/A,,1,,46,46,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,371,-1,N/A,,34,,1232,1232,,6
H0,2006,2006,2006,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,51,-1,N/A,,5,,169,169,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,,-1,N/A,,19,,598,598,,4
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,,-1,N/A,,9,,294,294,,4
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,,-1,N/A,,7,,238,238,,4
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",-1,N/A,,-1,N/A,,2,,66,66,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,1725,-1,N/A,,121,,4048,4048,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,3,-1,N/A,,11,,381,381,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,181,-1,N/A,,11,,371,371,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,1,-1,N/A,,4,,124,124,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,364,-1,N/A,,9,,285,285,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,35,-1,N/A,,15,,511,511,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,1128,-1,N/A,,69,,2324,2324,,4
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,13,-1,N/A,,2,,51,51,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,4397,-1,N/A,,281,,11251,11251,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,21,-1,N/A,,5,,194,194,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,2572,-1,N/A,,23,,915,915,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,19,-1,N/A,,3,,138,138,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,4,-1,N/A,,3,,116,116,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,576,-1,N/A,,18,,704,704,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,360,-1,N/A,,27,,1062,1062,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,136,-1,N/A,,144,,5755,5755,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,683,-1,N/A,,30,,1220,1220,,4
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,26,-1,N/A,,29,,1146,1146,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,3293,-1,N/A,,289,,10864,10864,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,2,-1,N/A,,5,,188,188,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,2247,-1,N/A,,93,,3483,3483,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,29,-1,N/A,,9,,346,346,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,556,-1,N/A,,53,,1997,1997,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,407,-1,N/A,,112,,4195,4195,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,1,-1,N/A,,1,,36,36,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,45,-1,N/A,,8,,305,305,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,2,-1,N/A,,1,,37,37,,4
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",5,u,4,-1,N/A,,7,,277,277,,4
