Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1994,1994,1994,6,1,0,M,768,Togo,TGO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9855,-1,N/A,,9855,,10773,10773,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,156,China,CHN,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6715,8,kg,6715,6715,,10232,10232.642,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,156,China,CHN,C00,All CPCs,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6691,8,kg,6691,6691,,5088,5088.627,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,156,China,CHN,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,24,8,kg,24,24,,5144,5144.016,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,156,China,CHN,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6715,8,kg,6715,6715,,10232,10232.642,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2863,8,kg,2863,2863,,21981,21981.085,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C01,Clearance for home use,9900,Other,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,574,8,kg,574,574,,49327,49327.675,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,709,8,kg,709,709,,240433,240433.703,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4146,8,kg,4146,4146,,311742,311742.462,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C06,Inward processing,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,49,49.36,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C06,Inward processing,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,49,49.36,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,711,8,kg,711,711,,240483,240483.062,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C00,All CPCs,9900,Other,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,574,8,kg,574,574,,49327,49327.675,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C00,All CPCs,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2863,8,kg,2863,2863,,21981,21981.085,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4148,8,kg,4148,4148,,311791,311791.822,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,200,8,kg,200,200,,2453,2453.041,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,40,Austria,AUT,251,France,FRA,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,43,8,kg,43,43,,2435,2435.35,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,251,France,FRA,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,204,8,kg,204,204,,2434,2434.272,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,842,USA,USA,251,France,FRA,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,114,8,kg,114,114,,1687,1687.765,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,40,Austria,AUT,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,99,8,kg,99,99,,14115,14115.718,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,100,8,kg,100,100,,5722,5722.492,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12,8,kg,12,12,,1905,1905.75,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,392,Japan,JPN,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,,1340,1340.191,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,8,kg,10,10,,2896,2896.442,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,842,USA,USA,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7,8,kg,7,7,,2232,2232.414,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,389,8,kg,389,389,,38874,38874.357,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C01,Clearance for home use,9900,Other,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3,8,kg,3,3,,263,263.936,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,40,Austria,AUT,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,142,8,kg,142,142,,16551,16551.069,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,100,8,kg,100,100,,5722,5722.492,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,204,8,kg,204,204,,2434,2434.272,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,392,Japan,JPN,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,,1340,1340.191,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,8,kg,10,10,,2896,2896.442,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,842,USA,USA,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,121,8,kg,121,121,,3920,3920.179,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,592,8,kg,592,592,,41591,41591.334,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,251,France,FRA,C01,Clearance for home use,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12,8,kg,12,12,,1905,1905.75,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C00,All CPCs,9900,Other,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3,8,kg,3,3,,263,263.936,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,40,Austria,AUT,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,99,8,kg,99,99,,14115,14115.718,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,100,8,kg,100,100,,5722,5722.492,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12,8,kg,12,12,,1905,1905.75,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,392,Japan,JPN,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,,1340,1340.191,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,8,kg,10,10,,2896,2896.442,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,842,USA,USA,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,7,8,kg,7,7,,2232,2232.414,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C00,All CPCs,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,389,8,kg,389,389,,38874,38874.357,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,40,Austria,AUT,251,France,FRA,C00,All CPCs,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,43,8,kg,43,43,,2435,2435.35,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,251,France,FRA,C00,All CPCs,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,204,8,kg,204,204,,2434,2434.272,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,842,USA,USA,251,France,FRA,C00,All CPCs,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,114,8,kg,114,114,,1687,1687.765,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C00,All CPCs,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,200,8,kg,200,200,,2453,2453.041,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,40,Austria,AUT,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,142,8,kg,142,142,,16551,16551.069,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,100,8,kg,100,100,,5722,5722.492,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,204,8,kg,204,204,,2434,2434.272,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,392,Japan,JPN,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,,1340,1340.191,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,8,kg,10,10,,2896,2896.442,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,842,USA,USA,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,121,8,kg,121,121,,3920,3920.179,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,276,Germany,DEU,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,592,8,kg,592,592,,41591,41591.334,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,156,China,CHN,251,France,FRA,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12,8,kg,12,12,,1905,1905.75,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C06,Inward processing,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,49,49.36,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C06,Inward processing,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,8,kg,2,2,,49,49.36,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,56,Belgium,BEL,C01,Clearance for home use,9900,Other,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,496,8,kg,496,496,,67142,67142.877,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,56,Belgium,BEL,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,309,8,kg,309,309,,20060,20060.397,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,76,Brazil,BRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,607,8,kg,607,607,,136121,136121.192,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,156,China,CHN,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,24,8,kg,24,24,,5144,5144.016,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,208,Denmark,DNK,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1633,8,kg,1633,1633,,103212,103212.154,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,380,Italy,ITA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,68,8,kg,68,68,,4360,4360.614,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,392,Japan,JPN,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,971,8,kg,971,971,,403247,403247.109,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,410,Rep. of Korea,KOR,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,9507,8,kg,9507,9507,,471106,471106.317,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,458,Malaysia,MYS,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,16,8,kg,16,16,,5011,5011.242,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,528,Netherlands,NLD,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2388,8,kg,2388,2388,,343484,343484.463,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,579,Norway,NOR,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,8,kg,10,10,,7310,7310.429,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,699,India,IND,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8325,8,kg,8325,8325,,230298,230298.637,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,710,South Africa,ZAF,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,479,8,kg,479,479,,32054,32054.207,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,752,Sweden,SWE,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,90,8,kg,90,90,,1348,1348.058,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,276,Germany,DEU,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,468,8,kg,468,468,,325975,325975.787,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,204,Benin,BEN,C01,Clearance for home use,3200,Road,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,724,8,kg,724,724,,4204,4204.766,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C01,Clearance for home use,9900,Other,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,577,8,kg,577,577,,49591,49591.61,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C01,Clearance for home use,1000,Air,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1334,8,kg,1334,1334,,307521,307521.067,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,156,China,CHN,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6691,8,kg,6691,6691,,5088,5088.627,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,56,Belgium,BEL,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1455,8,kg,1455,1455,,10145,10145.025,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,276,Germany,DEU,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1918,8,kg,1918,1918,,2050,2050.036,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,699,India,IND,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,12240,8,kg,12240,12240,,240196,240196.593,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,208,Denmark,DNK,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,8,kg,8,8,,1174,1174.232,,0
H4,2015,2015,2015,6,1,0,M,768,Togo,TGO,0,World,W00,344,"China, Hong Kong SAR",HKG,C01,Clearance for home use,2100,Sea,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,28484,8,kg,28484,28484,,27126,27126.444,,0
