Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1995,1995,1995,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,671,-1,N/A,,671,,3520,3520,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,735,-1,N/A,,735,,11774,11774,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,284,-1,N/A,,284,,2963,2963,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,11,-1,N/A,,11,,115,115,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1108,-1,N/A,,1108,,1879,1879,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,279,-1,N/A,,279,,3490,3490,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,313,-1,N/A,,313,,2403,2403,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,2750,-1,N/A,,2750,,19027,19027,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,69,-1,N/A,,69,,711,711,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,54,-1,N/A,,54,,233,233,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1095,-1,N/A,,1095,,11698,11698,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,4821,-1,N/A,,4821,,25055,25055,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,62574,-1,N/A,,62574,,241697,241697,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,11708,-1,N/A,,11708,,61387,61387,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,86717,-1,N/A,,86717,,395894,395894,,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,84,Belize,BLZ,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,5,-1,N/A,,5,,84,,84,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,8,-1,N/A,,8,,1196,,1196,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,120,-1,N/A,,120,,2518,,2518,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,8,-1,N/A,,8,,59,,59,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,3,-1,N/A,,3,,57,,57,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,308,-1,N/A,,308,,537,,537,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,5,-1,N/A,,5,,132,,132,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,61,-1,N/A,,61,,251,,251,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,642,-1,N/A,,642,,6922,,6922,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,144,-1,N/A,,144,,1411,,1411,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,80,-1,N/A,,80,,750,,750,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,5143,-1,N/A,,5143,,9592,,9592,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,5,-1,N/A,,5,,58,,58,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,434,-1,N/A,,434,,4230,,4230,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,89870,-1,N/A,,89870,,812654,,812654,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,96836,-1,N/A,,96836,,840451,,840451,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,23589,-1,N/A,,23589,,92089,92089,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,107931,-1,N/A,,107931,,630429,630429,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,9535,-1,N/A,,9535,,45035,45035,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,70,-1,N/A,,70,,692,692,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,197,-1,N/A,,197,,1724,1724,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,154,-1,N/A,,154,,556,556,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,158,-1,N/A,,158,,1235,1235,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,98,-1,N/A,,98,,171,171,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,357,-1,N/A,,357,,2643,2643,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,231,-1,N/A,,231,,1052,1052,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1340,-1,N/A,,1340,,6711,6711,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1297,-1,N/A,,1297,,3290,3290,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,85518,-1,N/A,,85518,,698944,698944,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,20,-1,N/A,,20,,202,202,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,360,-1,N/A,,360,,4081,4081,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,230855,-1,N/A,,230855,,1488854,1488854,,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,221,-1,N/A,,221,,2515,,2515,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,4,-1,N/A,,4,,105,,105,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,473,"LAIA, nes",A79,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,26,-1,N/A,,26,,159,,159,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,662,Saint Lucia,LCA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,2,-1,N/A,,2,,223,,223,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,84,-1,N/A,,84,,2152,,2152,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,858,Uruguay,URY,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,4,-1,N/A,,4,,60,,60,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,7347,-1,N/A,,7347,,22515,,22515,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,58,-1,N/A,,58,,956,,956,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,17,-1,N/A,,17,,251,,251,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,392,-1,N/A,,392,,2776,,2776,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,3645,-1,N/A,,3645,,4645,,4645,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,187,-1,N/A,,187,,2685,,2685,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,19,-1,N/A,,19,,609,,609,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,5,-1,N/A,,5,,110,,110,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,176,-1,N/A,,176,,1113,,1113,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,3316,-1,N/A,,3316,,4931,,4931,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,2019,-1,N/A,,2019,,2874,,2874,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,12,-1,N/A,,12,,144,,144,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,339,-1,N/A,,339,,16538,,16538,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,6757,-1,N/A,,6757,,26598,,26598,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,40,-1,N/A,,40,,568,,568,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1022,-1,N/A,,1022,,13534,,13534,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,546,-1,N/A,,546,,5837,,5837,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,8734,-1,N/A,,8734,,28311,,28311,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,34987,-1,N/A,,34987,,89643,,89643,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,69959,-1,N/A,,69959,,229852,,229852,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,116996,-1,N/A,,116996,,512155,512155,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,35126,-1,N/A,,35126,,194857,194857,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,56551,-1,N/A,,56551,,209547,209547,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,56,-1,N/A,,56,,2047,2047,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,110,-1,N/A,,110,,16866,16866,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1657,-1,N/A,,1657,,8383,8383,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,18964,-1,N/A,,18964,,62940,62940,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,4100,-1,N/A,,4100,,11691,11691,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,432,-1,N/A,,432,,5824,5824,,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,553,-1,N/A,,553,,1200,,1200,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,659,Saint Kitts and Nevis,KNA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,28,-1,N/A,,28,,355,,355,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,9,-1,N/A,,9,,111,,111,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,473,"LAIA, nes",A79,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,5,-1,N/A,,5,,171,,171,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,139,-1,N/A,,139,,57,,57,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,858,Uruguay,URY,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,129,-1,N/A,,129,,1533,,1533,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,84,Belize,BLZ,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,21,-1,N/A,,21,,266,,266,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,531,Curaçao,CUW,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,3,-1,N/A,,3,,107,,107,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,72,-1,N/A,,72,,1196,,1196,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,627,-1,N/A,,627,,15142,,15142,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,72,-1,N/A,,72,,86,,86,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,41,-1,N/A,,41,,567,,567,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,32083,-1,N/A,,32083,,511100,,511100,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,200,-1,N/A,,200,,89,,89,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,2225,-1,N/A,,2225,,39130,,39130,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,120,-1,N/A,,120,,1500,,1500,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,45,-1,N/A,,45,,63,,63,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1719,-1,N/A,,1719,,1990,,1990,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,149,-1,N/A,,149,,972,,972,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,46,-1,N/A,,46,,732,,732,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,1396,-1,N/A,,1396,,5737,,5737,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,17468,-1,N/A,,17468,,82738,,82738,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,7205,-1,N/A,,7205,,102353,,102353,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",8,kg,15876,-1,N/A,,15876,,85400,,85400,0
