Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,178171,-1,N/A,,178171,,248105,248105,,0
H2,2012,2012,2012,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,19,-1,N/A,,19,,273,273,,0
H2,2012,2012,2012,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,17047,-1,N/A,,17047,,274663,274663,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,316403,-1,N/A,,316403,,5716647,5716647,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,253927,-1,N/A,,253927,,5124256,5124256,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,1863,-1,N/A,,1863,,12330,12330,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,57480,-1,N/A,,57480,,508804,508804,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,6,-1,N/A,,6,,141,141,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3,-1,N/A,,3,,76,76,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,621010,Garments; of felt or non-wovens (not knitted or crocheted),8,kg,3125,-1,N/A,,3125,,71040,71040,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,18493,-1,N/A,,18493,,300995,300995,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,8125,-1,N/A,,8125,,150001,150001,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1062,-1,N/A,,1062,,7344,7344,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,27,-1,N/A,,27,,1181,1181,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,574,-1,N/A,,574,,9211,9211,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1125,-1,N/A,,1125,,30462,30462,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,140,-1,N/A,,140,,3050,3050,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,7437,-1,N/A,,7437,,99604,99604,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,3,-1,N/A,,3,,142,142,,0
H0,1994,1994,1994,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1398,-1,N/A,,1398,,11433,,11433,0
H0,1994,1994,1994,6,1,0,X,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,414,-1,N/A,,414,,9135,,9135,0
H0,1994,1994,1994,6,1,0,X,862,Venezuela,VEN,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,984,-1,N/A,,984,,2298,,2298,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,27002,-1,N/A,,27002,,789873,789873,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,3375,-1,N/A,,3375,,76988,76988,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,3312,-1,N/A,,3312,,111296,111296,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,8562,-1,N/A,,8562,,152320,152320,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,589,-1,N/A,,589,,16632,16632,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,8,-1,N/A,,8,,959,959,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,628,-1,N/A,,628,,19660,19660,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,105,-1,N/A,,105,,9657,9657,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,10312,-1,N/A,,10312,,401635,401635,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,111,-1,N/A,,111,,726,726,,0
H0,1995,1995,1995,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,4179,-1,N/A,,4179,,18818,,18818,0
H0,1995,1995,1995,6,1,0,X,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,4000,-1,N/A,,4000,,15968,,15968,0
H0,1995,1995,1995,6,1,0,X,862,Venezuela,VEN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,179,-1,N/A,,179,,2850,,2850,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,29560,-1,N/A,,29560,,371622,371622,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,82,-1,N/A,,82,,969,969,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,839,-1,N/A,,839,,17794,17794,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,38,-1,N/A,,38,,8726,8726,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,574,-1,N/A,,574,,31798,31798,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,39,-1,N/A,,39,,3480,3480,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1187,-1,N/A,,1187,,7753,7753,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1562,-1,N/A,,1562,,21759,21759,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,18042,-1,N/A,,18042,,50111,50111,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,10,-1,N/A,,10,,1083,1083,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,7187,-1,N/A,,7187,,228149,228149,,0
H1,1996,1996,1996,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,40034,-1,N/A,,40034,,180020,,180020,0
H1,1996,1996,1996,6,1,0,X,862,Venezuela,VEN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,40000,-1,N/A,,40000,,180000,,180000,0
H1,1996,1996,1996,6,1,0,X,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,34,-1,N/A,,34,,20,,20,0
H1,1997,1997,1997,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,12062,-1,N/A,,12062,,25186,,25186,0
H1,1997,1997,1997,6,1,0,X,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,12062,-1,N/A,,12062,,25186,,25186,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,28226,-1,N/A,,28226,,347209,347209,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,527,-1,N/A,,527,,15937,15937,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1875,-1,N/A,,1875,,28378,28378,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,707,-1,N/A,,707,,15184,15184,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,3312,-1,N/A,,3312,,18496,18496,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1375,-1,N/A,,1375,,46123,46123,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,20339,-1,N/A,,20339,,222458,222458,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,91,-1,N/A,,91,,633,633,,0
H1,1998,1998,1998,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,20,-1,N/A,,20,,64,,64,0
H1,1998,1998,1998,6,1,0,X,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,20,-1,N/A,,20,,64,,64,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,120912,-1,N/A,,120912,,950925,950925,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,355,-1,N/A,,355,,6806,6806,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,3250,-1,N/A,,3250,,47412,47412,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,132,-1,N/A,,132,,8694,8694,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,453,-1,N/A,,453,,26451,26451,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,21601,-1,N/A,,21601,,53876,53876,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,4625,-1,N/A,,4625,,41957,41957,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,32011,-1,N/A,,32011,,214442,214442,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,269,-1,N/A,,269,,18671,18671,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,4125,-1,N/A,,4125,,40391,40391,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,5750,-1,N/A,,5750,,53302,53302,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,664,-1,N/A,,664,,27847,27847,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,47652,-1,N/A,,47652,,410876,410876,,0
H1,1998,1998,1998,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,25,-1,N/A,,25,,200,200,,0
H1,1999,1999,1999,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,2000,-1,N/A,,2000,,14000,,14000,0
H1,1999,1999,1999,6,1,0,X,862,Venezuela,VEN,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,2000,-1,N/A,,2000,,14000,,14000,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,38829,-1,N/A,,38829,,632688,632688,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,33,-1,N/A,,33,,1523,1523,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,1500,-1,N/A,,1500,,39807,39807,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,226,-1,N/A,,226,,15125,15125,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,5000,-1,N/A,,5000,,20305,20305,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,976,-1,N/A,,976,,16488,16488,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,332,-1,N/A,,332,,1209,1209,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,10,-1,N/A,,10,,1149,1149,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,214,-1,N/A,,214,,4271,4271,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,3000,-1,N/A,,3000,,57819,57819,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,117,-1,N/A,,117,,1941,1941,,0
H1,1999,1999,1999,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",8,kg,27421,-1,N/A,,27421,,473051,473051,,0
H1,2000,2000,2000,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",5,u,0,-1,N/A,,5,,830,,830,2
H1,2000,2000,2000,6,1,0,X,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",5,u,0,-1,N/A,,5,,830,,830,2
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,67,,4461,4461,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,854,Burkina Faso,BFA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,5050,,4807,4807,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,25,,956,956,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,144,,9889,9889,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,533,,21282,21282,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,415,,34925,34925,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,25,,178,178,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,814,,9835,9835,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,3604,,36500,36500,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,171,,930,930,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,2929,,29001,29001,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,48,,536,536,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,2109,,24079,24079,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,20,,1602,1602,,0
H1,2000,2000,2000,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",-1,N/A,,-1,N/A,,131,,2562,2562,,0
