Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1995,1995,1995,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,153,-1,N/A,,,,963,963,,0
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,792,Turkey,TUR,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,10,-1,N/A,0,10,0,805,805.989,761.31,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,355,-1,N/A,0,355,0,28591,28591.898,26619.953,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,16,-1,N/A,0,16,0,1316,1316.535,1377.915,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,750,-1,N/A,0,750,0,60362,60362.635,58945.686,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1001,-1,N/A,0,1001,0,80461,80461.309,72683.925,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,156,China,CHN,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,223,-1,N/A,0,223,0,17953,17953.682,16450.195,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8,-1,N/A,0,8,0,700,700.771,659.393,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,103,-1,N/A,0,103,0,8284,8284.768,7500.66,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,45,-1,N/A,0,45,0,3643,3643.883,3241.081,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,6,-1,N/A,0,6,0,557,557.586,454.856,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C01,Clearance for home use,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,7421,-1,N/A,0,7421,0,596512,596512.859,575399.358,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,360,Indonesia,IDN,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,4,4.911,4.001,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,12,-1,N/A,0,12,0,994,994.762,1105.479,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1,-1,N/A,0,1,0,91,91.28,49.149,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,26,-1,N/A,0,26,0,2119,2119.638,1650.561,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,10,-1,N/A,0,10,0,861,861.048,803.902,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1,-1,N/A,0,1,0,93,93.835,53.997,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,19,-1,N/A,0,19,0,1564,1564.946,1481.122,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,43,43.404,42.846,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,23,-1,N/A,0,23,0,1855,1855.732,2024.583,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,9200,"Postal consignments, mail or courier shipment",901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,94,-1,N/A,0,94,0,7629,7629.556,7215.639,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,792,Turkey,TUR,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,10,-1,N/A,0,10,0,805,805.989,761.31,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,181,-1,N/A,0,181,0,14549,14549.997,13076.582,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,16,16.249,14.949,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,36,36.508,35.61,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,60,60.027,58.797,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,251,France,FRA,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4,-1,N/A,0,4,0,334,334.748,307.769,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,33,33.311,32.411,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1,-1,N/A,0,1,0,148,148.288,137.267,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,89,-1,N/A,0,89,0,7224,7224.021,6972.047,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,33,-1,N/A,0,33,0,2662,2662.698,2389.903,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,60,-1,N/A,0,60,0,4849,4849.34,4524.967,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8,-1,N/A,0,8,0,681,681.255,642.797,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,156,China,CHN,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8,-1,N/A,0,8,0,687,687.11,610.244,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,2100,Sea,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,399,-1,N/A,0,399,0,32089,32089.542,29564.651,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,11,-1,N/A,0,11,0,887,887.35,797.181,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,5,-1,N/A,0,5,0,409,409.299,317.588,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,156,China,CHN,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,214,-1,N/A,0,214,0,17266,17266.572,15839.951,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,900,-1,N/A,0,900,0,72376,72376.24,64907.976,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,19,19.516,16.596,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,42,-1,N/A,0,42,0,3392,3392.024,2932.848,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,727,-1,N/A,0,727,0,58490,58490.654,56906.153,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,329,-1,N/A,0,329,0,26472,26472.26,24969.392,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,3,-1,N/A,0,3,0,288,288.461,240.026,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,36,Australia,AUS,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,299,-1,N/A,0,299,0,24100,24100.251,23599.872,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,44,-1,N/A,0,44,0,3598,3598.591,3356.155,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8,-1,N/A,0,8,0,684,684.598,616.566,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,203,Czechia,CZE,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,2,-1,N/A,0,2,0,204,204.542,181.62,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,757,Switzerland,CHE,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4275,-1,N/A,0,4275,0,343634,343634.341,339981.54,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,724,Spain,ESP,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,13,13.755,11.433,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,208,Denmark,DNK,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,14,-1,N/A,0,14,0,1156,1156.183,1010.718,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,124,Canada,CAN,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,8,8.486,5.004,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,372,Ireland,IRL,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,47,-1,N/A,0,47,0,3790,3790.636,2928.45,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,1000,Air,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,6927,-1,N/A,0,6927,0,556793,556793.761,538619.068,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,1001,-1,N/A,0,1001,0,80461,80461.309,72683.925,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,750,-1,N/A,0,750,0,60362,60362.635,58945.686,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,16,-1,N/A,0,16,0,1316,1316.535,1377.915,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,355,-1,N/A,0,355,0,28591,28591.898,26619.953,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,10,-1,N/A,0,10,0,805,805.989,761.31,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,64,-1,N/A,0,64,0,5200,5200.045,4872.886,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,4,4.911,4.001,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,299,-1,N/A,0,299,0,24100,24100.251,23599.872,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,190,-1,N/A,0,190,0,15325,15325.876,13742.297,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4,-1,N/A,0,4,0,334,334.748,307.769,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,2,-1,N/A,0,2,0,204,204.542,181.62,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,13,13.755,11.433,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,4275,-1,N/A,0,4275,0,343634,343634.341,339981.54,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,60,60.027,58.797,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,14,-1,N/A,0,14,0,1156,1156.183,1010.718,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,0,-1,N/A,0,0,0,8,8.486,5.004,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,47,-1,N/A,0,47,0,3790,3790.636,2928.45,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,223,-1,N/A,0,223,0,17953,17953.682,16450.195,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,8,-1,N/A,0,8,0,700,700.771,659.393,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,103,-1,N/A,0,103,0,8284,8284.768,7500.66,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,45,-1,N/A,0,45,0,3643,3643.883,3241.081,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,6,-1,N/A,0,6,0,557,557.586,454.856,6
H5,2018,2018,2018,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,901920,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",8,kg,7421,-1,N/A,0,7421,0,596512,596512.859,575399.358,6
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,73075,-1,N/A,,,,515303,515303,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,4164,-1,N/A,,,,17785,17785,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,16,-1,N/A,,,,3383,3383,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,212,-1,N/A,,,,7347,7347,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,1317,-1,N/A,,,,14157,14157,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,4824,-1,N/A,,,,99313,99313,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,8176,-1,N/A,,,,95745,95745,,0
H0,1995,1995,1995,4,0,0,M,462,Maldives,MDV,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,5,u,27114,-1,N/A,,,,113262,113262,,0
